Bulan;Vendor;Type;Total Biaya;Keterangan;Nopol;Tahun;Vendor_TextMining;Vendor_Clean
Agustus;PT UNITED MOTORS CENTER (SUZUKI);GC415V APV;5769343;RUSAK SEDANG;L 1905 BP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;1500100;TUNE UP;L 8879 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;1597500;TUNE UP;L 9032 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1737911;TUNE UP;L 1830 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1863866;TUNE UP;L 1816 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2284251;TUNE UP;L 1901 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1999111;TUNE UP;L 1972 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;2408700;TUNE UP;L 9350 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54F TURBO LM;1329600;TUNE UP;L 1856 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);KIJANG KF83 SPR;1487438;TUNE UP;L 1530 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3590000;RUSAK RINGAN;L 0030 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;2465000;TUNE UP;L 1674 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PANTHER PICK UP LC TBR54;2240775;TUNE UP;L 9348 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;4882150;RUSAK SEDANG;L 9089 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PHR 54 C BB;2825025;RUSAK RINGAN;L 9390 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO;4060950;RUSAK RINGAN;L 9255 NP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3345000;TUNE UP;L 0018 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;4574000;RUSAK SEDANG;L 0036 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;2298700;TUNE UP;L 9349 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54;4078200;RUSAK RINGAN;L 9010 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;3846200;RUSAK RINGAN;L 9003 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;5248250;RUSAK SEDANG;L 9080 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1466516;TUNE UP;L 1811 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;1816725;TUNE UP;L 9075 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);T. KIJANG KF 52;4306000;RUSAK RINGAN;L 1354 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;2465000;TUNE UP;L 1770 PP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG KF83 SPR;3145900;TUNE UP;L 1739 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP;2517050;TUNE UP;L 8845 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 PRLC STD;2032200;TUNE UP;L 9021 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1205566;TUNE UP;L 1801 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;1813475;TUNE UP;L 9024 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;2411300;TUNE UP;L 9085 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);KF 50 STD;1640671;TUNE UP;L 8011 GP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;5378225;RUSAK SEDANG;L 9071 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TRAVELLO;2021751;TUNE UP;L 1990 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG KF83 SPR;3789378;RUSAK RINGAN;L 1053 SP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;1454050;TUNE UP;L 8794 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;3540000;RUSAK RINGAN;L 1710 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;839200;TUNE UP;L 8820 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER LM FF VIN;2464650;TUNE UP;L 1858 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3345450;RUSAK RINGAN;L 0035 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;2314600;TUNE UP;L 9366 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG KF83 GRAND;2274900;TUNE UP;L 1453 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG KF52 STD;1906500;TUNE UP;L 1437 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;1732825;TUNE UP;L 9077 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1724516;TUNE UP;L 1863 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1215766;TUNE UP;L 1903 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);DYNA RINO TRUCK;1690762;TUNE UP;L 8955 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LS25 MT;25955275;RUSAK SEDANG;L 1087 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2116206;TUNE UP;L 1823 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TRAVELLO AMBULANCE;4210561;RUSAK RINGAN;L 1756 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER LM FF VIN;2609700;TUNE UP;L 1703 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 PRLC STD AMBULANCE;3317350;TUNE UP;L 9542 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG INNOVA G XW42;2944200;TUNE UP;L 1876 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG KF83 GRAND;4317452;RUSAK RINGAN;L 1927 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NMR71T HD 5.8;4363500;RUSAK RINGAN;L 9407 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);DAIHATSU GRIMONZ GRANDMAX 1.3 STD;2795800;RUSAK RINGAN;L 8838 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NKR55 CC LWB TRUCK;2003100;RUSAK RINGAN;L 9848 NP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO LS;21000000;RUSAK BERAT;L 1982 DP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700 AMBULANCE;2060166;RUSAK RINGAN;L 9190 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR541;1928700;TUNE UP;L 1825 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG KF83;3113500;TUNE UP;L 1934 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;1882651;TUNE UP;L 8930 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);DAIHATSU S401RV AMBULANCE;1747771;TUNE UP;L 1896 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);DAIHATSU S401 AMBULANCE;1517871;TUNE UP;L 1463 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1727016;TUNE UP;L 1850 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Agustus;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);KIJANG INNOVA G XW42;2944200;TUNE UP;L 1861 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Agustus;PT SRIKANDI DIAMOND INDAH MOTORS;L300 FB-R 4X2 MT;1790491;TUNE UP;L 9330 AP;2020;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3224000;TUNE UP;L 1763 PP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Agustus;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);NEW KIJANG INNOVA 2.4 Q A/T DIESEL VENTURER VIN 2019;346500;TUNE UP;L 1362 DP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP;3504625;RUSAK RINGAN;L 8608 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO LM;6678050;RUSAK SEDANG;L 1091 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP;1401700;TUNE UP;L 8605 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);IMV;1245000;TUNE UP;L 0009 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;1384500;TUNE UP;L 9083 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2267451;TUNE UP;L 1825 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;5998250;RUSAK SEDANG;L 9073 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1513266;TUNE UP;L 1839 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;2465000;TUNE UP;L 1650 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;3939000;RUSAK RINGAN;L 1102 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO LM;3903700;RUSAK RINGAN;L 1890 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF80;1859300;RUSAK RINGAN;L 1925 EP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR71 TRUCK;5306200;RUSAK SEDANG;L 8430 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3345450;TUNE UP;L 0013 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP;6417400;RUSAK SEDANG;L 8907 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;4701520;RUSAK SEDANG;L 1367 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA;2465000;TUNE UP;L 1929 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP;2054225;TUNE UP;L 9016 TP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2194951;TUNE UP;L 1449 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1684111;TUNE UP;L 1992 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);AMBULANCE K2700;1266721;RUSAK RINGAN;L 9025 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP FLAT DECK;4193700;RUSAK RINGAN;L 9046 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO;2169650;TUNE UP;L 1114 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G MT;2465000;TUNE UP;L 1610 FP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR71 TRUCK;1869750;TUNE UP;L 8431 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO LM;2239700;RUSAK RINGAN;L 1909 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2144951;TUNE UP;L 1854 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
